desc,variable,translation,comparison,odds_ratio,ci_low,ci_high,p,non_sig
"Model 1, conventional",tract_whiteness_q3,Tract whiteness: 50%–75%,Tract whiteness: 75–100%,1.1297096840411918,1.091237722466619,1.1695379878654164,5.235641848708123e-12,""
"Model 1, conventional",tract_income_ratio_low,Tract income: <50% of metro,Tract income: 80%–120% of metro,1.3094593304483602,1.2065610578557835,1.4211330018768253,1.0686141820365754e-10,""
"Model 1, conventional",tract_income_ratio_moderate,Tract income: 50%–80% of metro,Tract income: 80%–120% of metro,1.0733852970485878,1.0229048072371674,1.1263570058215102,0.003959221229934518,*
"Model 1, conventional",tract_income_ratio_upper,Tract income: 120%+ of metro,Tract income: 80%–120% of metro,1.0015384387957673,0.9680531478256286,1.0361819974848567,0.9293980248030611,*
"Model 1, conventional",pop_total_county_log10,log10(County Population),[numerical],1.0470145600758787,0.9800336012898837,1.1185733709212176,0.17318464637620212,*
"Model 1, FHA",Intercept,Intercept,n/a,0.1675549812714957,0.08522351741662587,0.3294239970364602,2.2275209778220988e-7,""
"Model 1, FHA",race_ethn_hl,Race/Ethnicity: Hispanic/Latino,White,1.148061346264824,1.0878295129544413,1.2116281449357955,5.121312174720037e-7,""
"Model 1, FHA",race_ethn_black,Race/Ethnicity: Black,White,1.504072457905652,1.4196923479595593,1.5934677410086246,1.1650520336520397e-43,""
"Model 1, FHA",race_ethn_asian,Race/Ethnicity: Asian,White,1.646940934884052,1.4880405094184028,1.822809544383235,5.526216916812063e-22,""
"Model 1, FHA",race_ethn_pacific_islander,Race/Ethnicity: Pacific Islander,White,1.4970515451173865,0.9286544325089422,2.413344781743422,0.0976904659917437,*
"Model 1, FHA",race_ethn_native,Race/Ethnicity: Native,White,1.5691773726944918,1.0713686830558344,2.298291583391433,0.02066647238499057,*
"Model 1, FHA",race_ethn_missing,Race/Ethnicity: Missing,White,1.3767277236261466,1.2844550362423688,1.475629096792443,1.6801659994270383e-19,""
"Model 1, FHA",sex_is_female,Sex: Female,Sex: Male,0.9353528598872547,0.8989513437511261,0.9732283939290461,0.0009673776879243262,""
"Model 1, FHA",sex_missing_or_both,Sex: Missing/Both,Sex: Male,1.151873137709948,1.04915633716401,1.2646463433317148,0.0030081251665543523,*
"Model 1, FHA",age_lt_25,Age: <25,Age: 35–54,0.9577254956351292,0.865717937703928,1.0595115164441073,0.4019243614145557,*
"Model 1, FHA",age_25_34,Age: 25–34,Age: 35–54,0.8719555519744759,0.8311998712439249,0.9147095793954865,2.021400279026645e-8,""
"Model 1, FHA",age_45_54,Age: 45–54,Age: 35–54,1.1413185805230945,1.0835963903609216,1.2021155790426563,5.9770201379132e-7,""
"Model 1, FHA",age_55_64,Age: 55–64,Age: 35–54,1.2432345612321434,1.1611118666994342,1.3311655996038347,4.260720115390446e-10,""
"Model 1, FHA",age_65_plus,Age: 65+,Age: 35–54,1.4368328268619563,1.2766566486058406,1.6171055660130886,1.854238961750188e-9,""
"Model 1, FHA",age_missing,Age: Missing,Age: 35–54,1.5465657521007536,0.5073496521323122,4.714432375223532,0.44322840869285207,*
"Model 1, FHA",has_coapplicant,Coapplicant: Present,Coapplicant: None or Missing,0.956356777662277,0.9174728503654681,0.9968886663144777,0.03510833036333446,*
"Model 1, FHA",income_log10,log10(Income),[numerical],0.22676434894618852,0.2018333227811998,0.2547749263818718,1.282427453647715e-137,""
"Model 1, FHA",loan_amount_log10,log10(Loan Amount),[numerical],2.1200476871307616,1.8571050469914503,2.420219687082238,9.788078789289062e-29,""
"Model 1, FHA",dti_cat_mm_manageable,Debt-to-income: Manageable,Debt-to-income: Healthy,0.8105293918795274,0.7514316145192645,0.8742750270374126,5.376928685480237e-8,""
"Model 1, FHA",dti_cat_mm_unmanageable,Debt-to-income: Unmanageable,Debt-to-income: Healthy,0.7494535603984394,0.6983753732709029,0.8042675338954411,1.1646245669890816e-15,""
"Model 1, FHA",dti_cat_mm_struggling,Debt-to-income: Struggling,Debt-to-income: Healthy,1.588988176259491,1.487372610941791,1.697545998708239,6.318282864935096e-43,""
"Model 1, FHA",combined_loan_to_value_ratio,Loan-to-value ratio,[numerical],0.9804296136311282,0.9776819003069566,0.9831850492303154,2.4506306382099395e-43,""
"Model 1, FHA",term_lt_30y,Mortgage term: <30 years,Mortgage term: =30 years,2.6265192430183846,1.9429834495348026,3.5505208938334296,3.411323044321055e-10,""
"Model 1, FHA",credit_model_simple_equifax,Credit model: Equifax,Credit model: TransUnion,1.124733938406658,1.0708973166007454,1.1812770585878516,2.6398510602051173e-6,""
"Model 1, FHA",credit_model_simple_experian,Credit model: Experian,Credit model: TransUnion,1.0583771538514843,1.006054092753126,1.113421443104892,0.028286223315747806,*
"Model 1, FHA",credit_model_simple_multiple,Credit model: Multiple,Credit model: TransUnion,0.7843244826094298,0.7261755525062374,0.847129722141487,6.364376593672961e-10,""
"Model 1, FHA",credit_model_simple_other,Credit model: Other,Credit model: TransUnion,1.1834977570280822,0.9644289235726524,1.4523278042116772,0.10670946263376767,*
"Model 1, FHA",credit_model_simple_missing,Credit model: Missing,Credit model: TransUnion,1.8086583322228464,1.6670860518316113,1.9622532136988626,4.517966138303869e-46,""
"Model 1, FHA",num_decisions_1000,"Lender decisions / 1,000",[numerical],1.0153078071896038,1.0119218391608424,1.0187051049268943,4.945132771441362e-19,""
"Model 1, FHA",aus_coarse_desktop_no,Underwriting system: Not Desktop,Underwriting system: Desktop,1.2076976713265253,1.158033572794581,1.2594916931533864,1.272123720281512e-18,""
"Model 1, FHA",aus_coarse_missing,Underwriting system: Missing,Underwriting system: Desktop,6.335102221998831,5.874797048262556,6.831473467673889,0.0,""
"Model 1, FHA",lender_type_cu,Lender type: Credit union,Lender type: Bank,2.6726981769475424,1.7854839373112255,4.000772785341264,1.7841069477565714e-6,""
"Model 1, FHA",lender_type_ind,Lender type: Ind. mortgage co.,Lender type: Bank,0.6641051940053775,0.6292451563763118,0.7008964697396326,4.547079620039606e-50,""
"Model 1, FHA",tract_whiteness_q1,Tract whiteness: 0%–25%,Tract whiteness: 75–100%,1.2421883295363425,1.1590414082837257,1.3313000165552022,8.496186004034763e-10,""
"Model 1, FHA",tract_whiteness_q2,Tract whiteness: 25%–50%,Tract whiteness: 75–100%,1.1134910237152609,1.0459756659706763,1.185364344727709,0.00075593349262482,""
"Model 1, FHA",tract_whiteness_q3,Tract whiteness: 50%–75%,Tract whiteness: 75–100%,1.0370952274210457,0.9847017044141403,1.0922764791794803,0.1684813171483106,*
"Model 1, FHA",tract_income_ratio_low,Tract income: <50% of metro,Tract income: 80%–120% of metro,1.210653289422564,1.1185927066445143,1.3102904913320372,2.165861692196826e-6,""
"Model 1, FHA",tract_income_ratio_moderate,Tract income: 50%–80% of metro,Tract income: 80%–120% of metro,1.0848810768515813,1.0284353545093547,1.1444248252941025,0.0028038374143089136,*
"Model 1, FHA",tract_income_ratio_upper,Tract income: 120%+ of metro,Tract income: 80%–120% of metro,1.080528845439271,1.02718777520852,1.1366398763744163,0.002713334193996271,*
"Model 1, FHA",pop_total_county_log10,log10(County Population),[numerical],1.0136378647267654,0.9308600202769035,1.1037768283379459,0.7553155747398024,*
"Model 2, conventional",Intercept,Intercept,n/a,0.24891767806887352,0.15084200810472198,0.4107609758959431,5.2832695433477336e-8,""
"Model 2, conventional",race_ethn_hl,Race/Ethnicity: Hispanic/Latino,White,1.3311163818360048,1.2688765160754343,1.396409185247179,1.1786959045948256e-31,""
"Model 2, conventional",race_ethn_black,Race/Ethnicity: Black,White,1.7844015402816582,1.6848205761315187,1.889868216276462,5.967261186284703e-87,""
"Model 2, conventional",race_ethn_asian,Race/Ethnicity: Asian,White,1.4903966013045244,1.4253921310306281,1.5583655759162796,7.3583617186721e-69,""
"Model 2, conventional",race_ethn_pacific_islander,Race/Ethnicity: Pacific Islander,White,2.1172132676094257,1.437413926210005,3.1185116122817353,0.00014682003551045705,""
"Model 2, conventional",race_ethn_native,Race/Ethnicity: Native,White,1.329328827053025,0.9568962607404533,1.8467154726540207,0.08964563896026292,*
"Model 2, conventional",race_missing,Race Missing,Race Listed,1.3491661385296017,1.2555974448404512,1.4497076884273012,3.16944307020934e-16,""
"Model 2, conventional",ethn_missing,Ethnicity Missing,Ethnicity Listed,1.3221347566965334,1.2099437628121623,1.444728563914566,6.733173359174265e-10,""
"Model 2, conventional",race_missing:ethn_missing,Race *and* Ethnicity Missing,Race or Ethnicity Listed,0.8606142739132484,0.7617544681067143,0.9723040158912056,0.01590432837756154,*
"Model 2, conventional",ethn_observed,"Ethnicity ""Observed""","Ethnicity not ""Observed""",0.9837307384743447,0.8583721634180377,1.1273969579416396,0.8135511153923783,*
"Model 2, conventional",sex_is_female,Sex: Female,Sex: Male,0.9151875385325285,0.8861794129834201,0.9451452137276167,6.931419558449706e-8,""
"Model 2, conventional",sex_missing_or_both,Sex: Missing/Both,Sex: Male,1.1959949180264116,1.1155685471260903,1.282219588953082,4.6778939752247286e-7,""
"Model 2, conventional",age_lt_25,Age: <25,Age: 35–54,1.0259336207596481,0.9368075540699413,1.123538969804699,0.5808349566884642,*
"Model 2, conventional",age_25_34,Age: 25–34,Age: 35–54,0.8834153448486293,0.8509909211479417,0.9170752027075374,8.18227405979568e-11,""
"Model 2, conventional",age_45_54,Age: 45–54,Age: 35–54,1.2457739047548337,1.1950744590168032,1.29862420710163,3.518657065726891e-25,""
"Model 2, conventional",age_55_64,Age: 55–64,Age: 35–54,1.2426013154415307,1.1796289160907705,1.3089353847428151,2.7058006100764585e-16,""
"Model 2, conventional",age_65_plus,Age: 65+,Age: 35–54,1.0377830164339483,0.9637976543457467,1.117447821482652,0.32570499955795884,*
"Model 2, conventional",has_coapplicant,Coapplicant: Present,Coapplicant: None or Missing,0.7260932828860968,0.7025472605377914,0.7504284552312329,9.628714715789153e-81,""
"Model 2, conventional",income_log10,log10(Income),[numerical],1.3653946703006925,1.254560340812537,1.4860206759589498,5.579931566110354e-13,""
"Model 2, conventional",loan_amount_log10,log10(Loan Amount),[numerical],0.468542263342371,0.4279961416359207,0.5129295131000006,1.453857972111745e-60,""
"Model 2, conventional",dti_cat_manageable,Debt-to-income: Manageable,Debt-to-income: Healthy,1.0350702842821182,0.9951327309012499,1.0766106471380656,0.08599170627972674,*
"Model 2, conventional",dti_cat_unmanageable,Debt-to-income: Unmanageable,Debt-to-income: Healthy,1.4162281992484382,1.3606977849072754,1.4740248235820805,3.3915365799552155e-65,""
"Model 2, conventional",dti_cat_struggling,Debt-to-income: Struggling,Debt-to-income: Healthy,28.119815817521815,26.46463039384484,29.87852200630987,0.0,""
"Model 2, conventional",dti_cat_most_struggling,Debt-to-income: Most Struggling,Debt-to-income: Healthy,109.4601745580093,100.22773314020623,119.5430589805836,0.0,""
"Model 2, conventional",combined_loan_to_value_ratio,Loan-to-value ratio,[numerical],1.0147648036916628,1.0135051989157842,1.016025973929853,2.3838122461948475e-118,""
"Model 2, conventional",credit_model_simple_equifax,Credit model: Equifax,Credit model: TransUnion,1.0206244890276401,0.9834991827948847,1.0591512080800372,0.28020663895075704,*
"Model 2, conventional",credit_model_simple_experian,Credit model: Experian,Credit model: TransUnion,1.0536142507557134,1.0131057814117952,1.0957424286421102,0.00903072871788624,*
"Model 2, conventional",credit_model_simple_multiple,Credit model: Multiple,Credit model: TransUnion,0.7514946617605484,0.6926367886217396,0.8153540729165876,6.622746849407863e-12,""
"Model 2, conventional",credit_model_simple_other,Credit model: Other,Credit model: TransUnion,1.5796342384667426,1.396035369207249,1.7873790180211209,4.0950509896362846e-13,""
"Model 2, conventional",credit_model_simple_missing,Credit model: Missing,Credit model: TransUnion,1.5935252438578829,1.5046204143315751,1.6876832712258625,5.583716529506534e-57,""
"Model 2, conventional",num_decisions_1000,"Lender decisions / 1,000",[numerical],1.0222258593551738,1.020107111654189,1.0243490076644566,8.886585964592916e-96,""
"Model 2, conventional",aus_detailed_total,Underwriting system: TOTAL,Underwriting system: Desktop,4.847658689691467,3.243118317784559,7.246049162891591,1.3955627437835817e-14,""
"Model 2, conventional",aus_detailed_other,Underwriting system: Other,Underwriting system: Desktop,0.8984864957494942,0.8681432171089524,0.9298903304601781,1.0159989703567599e-9,""
"Model 2, conventional",aus_detailed_missing,Underwriting system: Missing,Underwriting system: Desktop,2.8196040061120864,2.690551246509738,2.954846803827474,0.0,""
"Model 2, conventional",lender_type_cu,Lender type: Credit union,Lender type: Bank,1.214422477917985,1.1155639877600745,1.3220415601921087,7.313687781117086e-6,""
"Model 2, conventional",lender_type_ind,Lender type: Ind. mortgage co.,Lender type: Bank,0.7349223705589276,0.7125534577824876,0.7579935018894073,6.18561433948187e-85,""
"Model 2, conventional",tract_whiteness_q1,Tract whiteness: 0%–25%,Tract whiteness: 75–100%,1.6589846423002308,1.5627990141328973,1.761090209616667,5.7777841060198435e-62,""
"Model 2, conventional",tract_whiteness_q2,Tract whiteness: 25%–50%,Tract whiteness: 75–100%,1.34545373860447,1.2847684999808888,1.4090054066173583,2.07813811116331e-36,""
"Model 2, conventional",tract_whiteness_q3,Tract whiteness: 50%–75%,Tract whiteness: 75–100%,1.1365063403623625,1.0965326693994315,1.1779372359159004,2.482271100676175e-12,""
"Model 2, conventional",tract_income_ratio_low,Tract income: <50% of metro,Tract income: 80%–120% of metro,1.3063396969311878,1.2006204255105177,1.4213679590305437,5.422337121313303e-10,""
"Model 2, conventional",tract_income_ratio_moderate,Tract income: 50%–80% of metro,Tract income: 80%–120% of metro,1.0749308148231727,1.0227258148799336,1.1298006169836057,0.004446244648516908,*
"Model 2, conventional",tract_income_ratio_upper,Tract income: 120%+ of metro,Tract income: 80%–120% of metro,1.0045843886958197,0.9697370838556798,1.040683924346597,0.7995516729974499,*
"Model 2, conventional",pop_total_county_log10,log10(County Population),[numerical],1.0545100787643433,0.984719031689724,1.1292475015004688,0.12871192444069685,*
"Model 2, FHA",Intercept,Intercept,n/a,0.9450532620988858,0.4622700223995626,1.9320432321518208,0.8769027772213944,*
"Model 2, FHA",race_ethn_hl,Race/Ethnicity: Hispanic/Latino,White,1.1319926939354072,1.0682936371904241,1.1994899290921535,0.000027216394097955406,""
"Model 2, FHA",race_ethn_black,Race/Ethnicity: Black,White,1.4809761247113877,1.3930582062013224,1.574442670235553,2.843724701192487e-36,""
"Model 2, FHA",race_ethn_asian,Race/Ethnicity: Asian,White,1.60987142791457,1.441186205637421,1.7983005972981971,3.417575125441759e-17,""
"Model 2, FHA",race_ethn_pacific_islander,Race/Ethnicity: Pacific Islander,White,1.4556772582641988,0.8570859719334922,2.4723264055382344,0.16473340613701848,*
"Model 2, FHA",race_ethn_native,Race/Ethnicity: Native,White,1.624768446334084,1.0846983253318376,2.433738895462263,0.01855613730719154,*
"Model 2, FHA",race_missing,Race Missing,Race Listed,1.4836214988899858,1.3588261105683908,1.6198781689938562,1.3726809584782797e-18,""
"Model 2, FHA",ethn_missing,Ethnicity Missing,Ethnicity Listed,1.2047255950780442,1.0526665643901534,1.3787497471024681,0.006819177500793415,*
"Model 2, FHA",race_missing:ethn_missing,Race *and* Ethnicity Missing,Race or Ethnicity Listed,0.785392461220453,0.6614045715701004,0.9326233060010587,0.005857345553947964,*
"Model 2, FHA",ethn_observed,"Ethnicity ""Observed""","Ethnicity not ""Observed""",0.975981857601909,0.8447651025305587,1.1275804167509578,0.7413892046305379,*
"Model 2, FHA",sex_is_female,Sex: Female,Sex: Male,0.9469533400432162,0.9073032649781292,0.9883361636978334,0.012504769868153744,*
"Model 2, FHA",sex_missing_or_both,Sex: Missing/Both,Sex: Male,1.1478034055481576,1.0360828130496855,1.2715708061115862,0.008329553424338988,*
"Model 2, FHA",age_lt_25,Age: <25,Age: 35–54,0.9541950482095714,0.8542703744324112,1.0658079892242627,0.40611840263005794,*
"Model 2, FHA",age_25_34,Age: 25–34,Age: 35–54,0.874836914648555,0.830832781824753,0.9211716773511179,3.8096695109514346e-7,""
"Model 2, FHA",age_45_54,Age: 45–54,Age: 35–54,1.1466081755389657,1.0845147876302392,1.2122566913868957,1.4638610196588623e-6,""
"Model 2, FHA",age_55_64,Age: 55–64,Age: 35–54,1.230527435761746,1.1433690031014563,1.3243299110392415,3.122229833766009e-8,""
"Model 2, FHA",age_65_plus,Age: 65+,Age: 35–54,1.459237843032924,1.2861457298877133,1.6556250454800991,4.4575696889689884e-9,""
"Model 2, FHA",has_coapplicant,Coapplicant: Present,Coapplicant: None or Missing,0.8163467658196456,0.7801415439340895,0.8542322188145106,1.8337265569925094e-18,""
"Model 2, FHA",income_log10,log10(Income),[numerical],0.7374236483562281,0.6428894219641219,0.8458587411403352,0.000013516762248089677,""
"Model 2, FHA",loan_amount_log10,log10(Loan Amount),[numerical],0.9737508256314775,0.8457446510525527,1.121131146662216,0.7114476735987694,*
"Model 2, FHA",dti_cat_manageable,Debt-to-income: Manageable,Debt-to-income: Healthy,0.9037436774975646,0.837595060119872,0.9751163461970906,0.00906180670679171,*
"Model 2, FHA",dti_cat_unmanageable,Debt-to-income: Unmanageable,Debt-to-income: Healthy,0.8927307051832816,0.8311966842382017,0.9588201289655852,0.0018456570469186295,*
"Model 2, FHA",dti_cat_struggling,Debt-to-income: Struggling,Debt-to-income: Healthy,1.1776778891048012,1.0986368324700149,1.2624055279197037,3.9536281594863976e-6,""
"Model 2, FHA",dti_cat_most_struggling,Debt-to-income: Most Struggling,Debt-to-income: Healthy,48.791425357815164,43.40825936350732,54.842171129501345,0.0,""
"Model 2, FHA",combined_loan_to_value_ratio,Loan-to-value ratio,[numerical],0.982260371761603,0.9793176032632891,0.9852119830361581,1.3987853609959334e-31,""
"Model 2, FHA",credit_model_simple_equifax,Credit model: Equifax,Credit model: TransUnion,1.1118581045266247,1.0545289707045655,1.17230391856904,0.00008647918241057044,""
"Model 2, FHA",credit_model_simple_experian,Credit model: Experian,Credit model: TransUnion,1.0582638997027916,1.0019879144722423,1.117700588239166,0.042235142656868306,*
"Model 2, FHA",credit_model_simple_multiple,Credit model: Multiple,Credit model: TransUnion,0.8203756805238092,0.7557260295610203,0.8905558772215892,2.2717351149844254e-6,""
"Model 2, FHA",credit_model_simple_other,Credit model: Other,Credit model: TransUnion,1.1509699680741388,0.9251311433031808,1.431939543920907,0.20706627681301748,*
"Model 2, FHA",credit_model_simple_missing,Credit model: Missing,Credit model: TransUnion,1.810091245884378,1.658477126147737,1.9755655756541295,2.480372219248701e-40,""
"Model 2, FHA",num_decisions_1000,"Lender decisions / 1,000",[numerical],1.0155411480054848,1.0118913834757064,1.019204076775359,4.652415986729804e-17,""
"Model 2, FHA",aus_detailed_total,Underwriting system: TOTAL,Underwriting system: Desktop,1.1943717384797594,1.1410461162599466,1.250189479067628,2.4994714331662418e-14,""
"Model 2, FHA",aus_detailed_other,Underwriting system: Other,Underwriting system: Desktop,4.314350747337852,3.6722046008528286,5.068786844483524,1.0060807826599185e-70,""
"Model 2, FHA",aus_detailed_missing,Underwriting system: Missing,Underwriting system: Desktop,6.103732547381393,5.638345888159502,6.607532022503163,0.0,""
"Model 2, FHA",lender_type_cu,Lender type: Credit union,Lender type: Bank,2.4580625560278766,1.582248175106295,3.81866234665772,0.00006295917832471364,""
"Model 2, FHA",lender_type_ind,Lender type: Ind. mortgage co.,Lender type: Bank,0.6949701582827332,0.6556986637644244,0.7365937245177165,1.4632057146588564e-34,""
"Model 2, FHA",tract_whiteness_q1,Tract whiteness: 0%–25%,Tract whiteness: 75–100%,1.2317872414450863,1.1433231301514257,1.3270962234324246,4.1963426551526386e-8,""
"Model 2, FHA",tract_whiteness_q2,Tract whiteness: 25%–50%,Tract whiteness: 75–100%,1.121016310672965,1.0481119156199326,1.198991777563688,0.0008698097706613219,""
"Model 2, FHA",tract_whiteness_q3,Tract whiteness: 50%–75%,Tract whiteness: 75–100%,1.031831581760079,0.975839321115098,1.0910365980137935,0.2709863556527671,*
"Model 2, FHA",tract_income_ratio_low,Tract income: <50% of metro,Tract income: 80%–120% of metro,1.2360382301103308,1.1354095730386375,1.3455853663498123,1.0029309291116104e-6,""
"Model 2, FHA",tract_income_ratio_moderate,Tract income: 50%–80% of metro,Tract income: 80%–120% of metro,1.0867479033559344,1.0259264017337597,1.1511751753855424,0.004639991071191419,*
"Model 2, FHA",tract_income_ratio_upper,Tract income: 120%+ of metro,Tract income: 80%–120% of metro,1.0474027869707137,0.9917098777162343,1.1062233247896782,0.09664436167007119,*
"Model 2, FHA",pop_total_county_log10,log10(County Population),[numerical],0.9948330195297339,0.9081626678387846,1.0897747416791375,0.9113071254420804,*
"Model 3, conventional",Intercept,Intercept,n/a,0.1591768690430339,0.09725536652595605,0.2605231623036557,2.6536166900752105e-13,""
"Model 3, conventional",race_ethn_hl,Race/Ethnicity: Hispanic/Latino,White,1.507044445723103,1.4386538654197347,1.5786861704376858,4.014532287376068e-67,""
"Model 3, conventional",race_ethn_black,Race/Ethnicity: Black,White,2.1241602540464286,2.010273332534815,2.2444991493675133,3.64226455118307e-158,""
"Model 3, conventional",race_ethn_asian,Race/Ethnicity: Asian,White,1.6476357361200085,1.5790615346025962,1.719187922352205,2.790979914460085e-117,""
"Model 3, conventional",race_ethn_pacific_islander,Race/Ethnicity: Pacific Islander,White,2.290789655290947,1.5584021317101622,3.3673704225681895,0.000024737724818672124,""
"Model 3, conventional",race_ethn_native,Race/Ethnicity: Native,White,1.4174980224794471,1.0215130631958294,1.9669847759430463,0.03686065798777831,*
"Model 3, conventional",race_missing,Race Missing,Race Listed,1.3932139053129036,1.2967231302902154,1.496884678476286,1.3574975337908586e-19,""
"Model 3, conventional",ethn_missing,Ethnicity Missing,Ethnicity Listed,1.3290351384530694,1.2163577824448921,1.4521503662291027,3.1122899299554036e-10,""
"Model 3, conventional",race_missing:ethn_missing,Race *and* Ethnicity Missing,Race or Ethnicity Listed,0.8779915750605177,0.7772076622013028,0.9918445781837747,0.03647463133578488,*
"Model 3, conventional",ethn_observed,"Ethnicity ""Observed""","Ethnicity not ""Observed""",0.9988712840431802,0.8716799569556678,1.1446217549508428,0.9870338704508491,*
"Model 3, conventional",sex_is_female,Sex: Female,Sex: Male,0.9119716402909577,0.8830995240194585,0.9417877035076447,1.9785610787661275e-8,""
